Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A009SM34	J529_0138	Acinetobacter baumannii 99063.	Proteobacteria	Bacteria	1310630	Family 2A				Cysteine Desulfurase	A0A009THP4					"(-10|A0A009SM44|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A009THQ8|LrgB-like family protein|PF04172),(-8|A0A009TRQ0|LrgA family protein|PF03788),(-7|A0A009SJN4|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A009T476|Glutathione S-transferase, N-terminal domain protein|PF13417-PF14834),(-5|A0A009SM39|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A009THQ0|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A009TRP6|Short chain dehydrogenase family protein|PF13561),(-2|A0A009SJM9|Rhodanese-like domain protein|PF00581),(-1|A0A009T471|Serine acetyltransferase|PF00132-PF06426),(1|A0A009THP4|Cysteine desulfurase|PF00266),(2|A0A009TRP2|LysE type translocator family protein|PF01810),(3|A0A009SJM5|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A009T465|Uncharacterized protein|none),(5|A0A009SM27|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(6|A0A009THN8|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(7|A0A009TRN6|ABC transporter family protein|PF00005),(8|A0A009SJM1|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A009T460|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(10|A0A009SM22|Acetyltransferase family protein|PF14542)"
A0A009Z947	J500_2787	Acinetobacter sp. 479375.	Proteobacteria	Bacteria	1310601	Family 2A				Cysteine Desulfurase	A0A009ZKT1					"(-10|A0A009Z958|Efflux pump membrane transporter|PF00873),(-9|A0A009ZKU3|Uncharacterized protein|none),(-8|A0A009YAM5|Diacylglycerol kinase|PF01219),(-7|A0A009YY85|GBBH-like_N domain-containing protein|PF06155),(-6|A0A009YFF3|HEAT repeats family protein|PF03130-PF13646),(-5|A0A009Z953|4Fe-4S binding domain protein|PF13187),(-4|A0A009ZKT6|Pyridine nucleotide-disulfide oxidoreductase family protein|PF00890-PF02910),(-3|A0A009YAM1|DeoR-like helix-turn-helix domain protein|PF00392-PF07702),(-2|A0A009YY79|Rhodanese-like domain protein|PF00581),(-1|A0A009YFE9|Serine O-acetyltransferase|PF00132),(1|A0A009ZKT1|Cysteine desulfurase|PF00266),(2|A0A009YAL6|RNA polymerase sigma factor, sigma-70 family protein|PF04542-PF08281),(3|A0A009YY71|FecR family protein|PF04773-PF16220),(4|A0A009YFE3|TonB dependent receptor family protein|PF00593-PF07715),(5|A0A009Z940|Uncharacterized protein|PF12365),(6|A0A009ZKS5|PepSY-associated TM helix family protein|PF03929),(7|A0A009YAL2|Uncharacterized protein|PF11804),(8|A0A009YY62|Putative transposase|PF12762)"
A0A010IS79	J580_0273	Acinetobacter sp. 1542444.	Proteobacteria	Bacteria	1310681	Family 2A				Cysteine Desulfurase	A0A010JM56					"(-10|A0A010IS91|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A010JM67|LrgB-like family protein|PF04172),(-8|A0A010J224|LrgA family protein|PF03788),(-7|A0A010JVW0|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A010KAS5|Uncharacterized protein|PF13417-PF14834),(-5|A0A010IS84|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A010JM61|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A010J218|Short chain dehydrogenase family protein|PF13561),(-2|A0A010JVV4|Rhodanese-like domain protein|PF00581),(-1|A0A010KAR9|Serine O-acetyltransferase|PF00132),(1|A0A010JM56|Cysteine desulfurase|PF00266),(2|A0A010J212|LysE type translocator family protein|PF01810),(3|A0A010JVV0|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A010KAR4|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A010IS73|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A010JM51|ABC transporter family protein|PF00005),(7|A0A010J207|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A010JVU6|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A010KAQ9|Acetyltransferase family protein|PF14542),(10|A0A010IS70|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A010KZI9	J582_0295	Acinetobacter sp. 1566109.	Proteobacteria	Bacteria	1310683	Family 2A				Cysteine Desulfurase	A0A010K439					"(-10|A0A010KZH6|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A010K427|LrgB-like family protein|PF04172),(-8|A0A010LNI3|LrgA family protein|PF03788),(-7|A0A010L8P0|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A010KE07|Uncharacterized protein|PF13417-PF14834),(-5|A0A010KZI2|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A010K432|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A010LNJ0|Polysaccharide biosynthesis family protein|PF13561),(-2|A0A010L8P5|Rhodanese-like domain protein|PF00581),(-1|A0A010KE12|Serine acetyltransferase|PF00132-PF06426),(1|A0A010K439|Cysteine desulfurase|PF00266),(2|A0A010LNJ4|LysE type translocator family protein|PF01810),(3|A0A010L8Q2|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A010KE18|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A010KZJ6|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A010K446|ABC transporter family protein|PF00005),(7|A0A010LNK2|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A010L8Q7|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A010KE22|Acetyltransferase family protein|PF14542),(10|A0A010KZK2|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A010W0N3	J733_0541	Acinetobacter sp. 263903-2.	Proteobacteria	Bacteria	1310834	Family 2A				Cysteine Desulfurase	A0A010WJT9					"(-10|A0A010W0P1|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-9|A0A010WJU5|Uncharacterized protein|PF13417-PF14834),(-8|A0A010UUL6|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-7|A0A010VUT3|Uncharacterized protein|PF09391),(-6|A0A010V646|LysE type translocator family protein|PF01810),(-5|A0A010W0N6|Bacterial regulatory helix-turn-helix s, AraC family protein|PF02311-PF12833),(-4|A0A010WJU1|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A010UUL2|Short chain dehydrogenase family protein|PF13561),(-2|A0A010VUT2|Rhodanese-like domain protein|PF00581),(-1|A0A010V642|Serine O-acetyltransferase|PF00132),(1|A0A010WJT9|Cysteine desulfurase|PF00266),(2|A0A010UUK9|Uncharacterized protein|none),(3|A0A010VUS8|LysE type translocator family protein|PF01810),(4|A0A010V640|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(5|A0A010W0M8|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(6|A0A010WJT6|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(7|A0A010UUK5|ABC transporter family protein|PF00005),(8|A0A010VUS4|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A010V636|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(10|A0A010W0M3|Acetyltransferase family protein|PF14542)"
A0A011KLL3	J610_2888	Acinetobacter sp. 723929.	Proteobacteria	Bacteria	1310711	Family 2A				Cysteine Desulfurase	A0A011JVM1					"(-10|A0A011KLK6|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-9|A0A011JVL0|Uncharacterized protein|PF13417-PF14834),(-8|A0A011J1Z4|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-7|A0A011JTA5|Uncharacterized protein|PF09391),(-6|A0A011IJF5|LysE type translocator family protein|PF01810),(-5|A0A011KLK9|Bacterial regulatory helix-turn-helix s, AraC family protein|PF02311-PF12833),(-4|A0A011JVL4|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A011J201|Short chain dehydrogenase family protein|PF13561),(-2|A0A011JTB1|Rhodanese-like domain protein|PF00581),(-1|A0A011IJG1|Serine O-acetyltransferase|PF00132),(1|A0A011JVM1|Cysteine desulfurase|PF00266),(2|A0A011J204|Uncharacterized protein|none),(3|A0A011JTB7|LysE type translocator family protein|PF01810),(4|A0A011IJG6|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(5|A0A011KLL8|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(6|A0A011JVM6|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(7|A0A011J208|ABC transporter family protein|PF00005),(8|A0A011JTC2|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A011IJH1|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(10|A0A011KLM2|Acetyltransferase family protein|PF14542)"
A0A013SFS4	J663_2646	Acinetobacter sp. 826659.	Proteobacteria	Bacteria	1310764	Family 2A				Cysteine Desulfurase	A0A013UT76					"(-10|A0A013SFR4|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A013UT66|LrgB-like family protein|PF04172),(-8|A0A013TJ11|LrgA family protein|PF03788),(-7|A0A013SQ82|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A013TUA6|Uncharacterized protein|PF13417-PF14834),(-5|A0A013SFR9|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A013UT71|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A013TJ14|Short chain dehydrogenase family protein|PF13561),(-2|A0A013SQ84|Rhodanese-like domain protein|PF00581),(-1|A0A013TUB1|Serine acetyltransferase|PF00132-PF06426),(1|A0A013UT76|Cysteine desulfurase|PF00266),(2|A0A013TJ19|LysE type translocator family protein|PF01810),(3|A0A013SQ88|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A013TUB5|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A013SFS7|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A013UT83|ABC transporter family protein|PF00005),(7|A0A013TJ22|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A013SQ92|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A013TUC2|Acetyltransferase family protein|PF14542),(10|A0A013SFT0|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A013SHF9	J690_0168	Acinetobacter sp. 742879.	Proteobacteria	Bacteria	1310791	Family 2A				Cysteine Desulfurase	A0A013S8B7					"(-10|A0A013SIF7|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-9|A0A013SIH4|Glutathione S-transferase, N-terminal domain protein|PF13417-PF14834),(-8|A0A013UK06|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-7|A0A013ULJ8|Uncharacterized protein|PF09391),(-6|A0A013TL57|LysE type translocator family protein|PF01810),(-5|A0A013TLL4|Bacterial regulatory helix-turn-helix s, AraC family protein|PF02311-PF12833),(-4|A0A013S8S9|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A013UKS3|Polysaccharide biosynthesis family protein|PF13561),(-2|A0A013TBU7|Rhodanese-like domain protein|PF00581),(-1|A0A013SIY8|Serine acetyltransferase|PF00132-PF06426),(1|A0A013S8B7|Cysteine desulfurase|PF00266),(2|A0A013S886|LysE type translocator family protein|PF01810),(3|A0A013SHX8|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A013SIV3|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A013SHL9|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A013ULC8|ABC transporter family protein|PF00005),(7|A0A013UKT5|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A013S8N9|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A013UKR3|Uncharacterized protein|none),(10|A0A013S8Y8|Acetyltransferase family protein|PF14542)"
A0A013SVE5	J658_0745	Acinetobacter baumannii 573719.	Proteobacteria	Bacteria	1310759	Family 2A				Cysteine Desulfurase	A0A013U371					"(-10|A0A013SVF5|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-9|A0A013U379|Uncharacterized protein|PF13417-PF14834),(-8|A0A013RS27|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-7|A0A013T4N2|Uncharacterized protein|PF09391),(-6|A0A013S1J0|LysE type translocator family protein|none),(-5|A0A013SVF0|Bacterial regulatory helix-turn-helix s, AraC family protein|PF02311-PF12833),(-4|A0A013U375|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A013RS21|Short chain dehydrogenase family protein|PF13561),(-2|A0A013T4M7|Rhodanese-like domain protein|PF00581),(-1|A0A013S1I6|Serine acetyltransferase|PF00132-PF06426),(1|A0A013U371|Cysteine desulfurase|PF00266),(2|A0A013RS16|LysE type translocator family protein|PF01810),(3|A0A013T4M2|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A013S1I0|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A013SVD9|Putative ABC transporter, periplasmic binding, amino acid domain protein|none),(6|A0A013U365|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(7|A0A013RS13|ABC transporter family protein|PF00005),(8|A0A013T4L8|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A013S1H5|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(10|A0A013SVD7|Acetyltransferase family protein|PF14542)"
A0A014BHQ9	J810_1435	Acinetobacter sp. 25977_7.	Proteobacteria	Bacteria	1310911	Family 2A				Cysteine Desulfurase	A0A014E388					"(-10|A0A014BHQ3|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014E382|LrgB-like family protein|PF04172),(-8|A0A014CLL5|LrgA family protein|PF03788),(-7|A0A014BS84|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014D1P4|Uncharacterized protein|PF13417-PF14834),(-5|A0A014BHQ8|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014E384|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014CLM0|Short chain dehydrogenase family protein|PF13561),(-2|A0A014BS91|Rhodanese-like domain protein|PF00581),(-1|A0A014D1P8|Serine acetyltransferase|PF00132-PF06426),(1|A0A014E388|Cysteine desulfurase|PF00266),(2|A0A014CLM3|LysE type translocator family protein|PF01810),(3|A0A014BS95|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014D1Q0|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014BHR4|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014E391|ABC transporter family protein|PF00005),(7|A0A014CLM6|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014BS98|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014D1Q5|Acetyltransferase family protein|PF14542),(10|A0A014BHR9|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014C7T6	J811_0668	Acinetobacter sp. 25977_8.	Proteobacteria	Bacteria	1310912	Family 2A				Cysteine Desulfurase	A0A014DNI4					"(-10|A0A014C7U4|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014DNJ1|LrgB-like family protein|PF04172),(-8|A0A014B419|LrgA family protein|PF03788),(-7|A0A014CMQ5|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014BD38|Uncharacterized protein|PF13417-PF14834),(-5|A0A014C7U1|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014DNI7|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014B415|Short chain dehydrogenase family protein|PF13561),(-2|A0A014CMQ0|Rhodanese-like domain protein|PF00581),(-1|A0A014BD33|Serine acetyltransferase|PF00132-PF06426),(1|A0A014DNI4|Cysteine desulfurase|PF00266),(2|A0A014B412|LysE type translocator family protein|PF01810),(3|A0A014CMP8|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014BD29|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014C7T0|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014DNH9|ABC transporter family protein|PF00005),(7|A0A014B409|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014CMP2|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014BD25|Acetyltransferase family protein|PF14542),(10|A0A014C7S8|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014CRP0	J805_0556	Acinetobacter sp. 25977_2.	Proteobacteria	Bacteria	1310906	Family 2A				Cysteine Desulfurase	A0A014EAQ2					"(-10|A0A014CRQ0|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014EAQ9|LrgB-like family protein|PF04172),(-8|A0A014D1E8|LrgA family protein|PF03788),(-7|A0A014DVX5|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014FD99|Uncharacterized protein|PF13417-PF14834),(-5|A0A014CRP5|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014EAQ7|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014D1E4|Short chain dehydrogenase family protein|PF13561),(-2|A0A014DVX1|Rhodanese-like domain protein|PF00581),(-1|A0A014FD96|Serine acetyltransferase|PF00132-PF06426),(1|A0A014EAQ2|Cysteine desulfurase|PF00266),(2|A0A014D1D9|LysE type translocator family protein|PF01810),(3|A0A014DVW8|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014FD94|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014CRN9|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014EAP9|ABC transporter family protein|PF00005),(7|A0A014D1D4|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014DVW4|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014FD90|Acetyltransferase family protein|PF14542),(10|A0A014CRN5|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014DLT6	J806_0534	Acinetobacter sp. 25977_3.	Proteobacteria	Bacteria	1310907	Family 2A				Cysteine Desulfurase	A0A014F3D7					"(-10|A0A014DLU6|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014F3E9|LrgB-like family protein|PF04172),(-8|A0A014CH64|LrgA family protein|PF03788),(-7|A0A014E1H4|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014CRX7|Uncharacterized protein|PF13417-PF14834),(-5|A0A014DLU1|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014F3E2|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014CH58|Short chain dehydrogenase family protein|PF13561),(-2|A0A014E1G9|Rhodanese-like domain protein|PF00581),(-1|A0A014CRX2|Serine acetyltransferase|PF00132-PF06426),(1|A0A014F3D7|Cysteine desulfurase|PF00266),(2|A0A014CH53|LysE type translocator family protein|PF01810),(3|A0A014E1G4|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014CRW7|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014DLT3|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014F3D1|ABC transporter family protein|PF00005),(7|A0A014CH48|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014E1G1|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014CRW0|Acetyltransferase family protein|PF14542),(10|A0A014DLS8|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014E6E8	J809_1498	Acinetobacter sp. 25977_6.	Proteobacteria	Bacteria	1310910	Family 2A				Cysteine Desulfurase	A0A014BKH7					"(-10|A0A014E6H4|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014BKP2|LrgB-like family protein|PF04172),(-8|A0A014CPZ4|LrgA family protein|PF03788),(-7|A0A014CPU0|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014BKQ4|Uncharacterized protein|PF13417-PF14834),(-5|A0A014BVG4|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014CPW1|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014E6C2|Short chain dehydrogenase family protein|PF13561),(-2|A0A014E6G1|Rhodanese-like domain protein|PF00581),(-1|A0A014D4R8|Serine acetyltransferase|PF00132-PF06426),(1|A0A014BKH7|Cysteine desulfurase|PF00266),(2|A0A014BVL2|LysE type translocator family protein|PF01810),(3|A0A014E6E7|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014D4V4|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014D4K7|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014BKL6|ABC transporter family protein|PF00005),(7|A0A014CPX3|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014CPW5|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014CPT4|Acetyltransferase family protein|PF14542),(10|A0A014BKN8|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014EIK5	J804_0856	Acinetobacter sp. 25977_1.	Proteobacteria	Bacteria	1310905	Family 2A				Cysteine Desulfurase	A0A014D9Z8					"(-10|A0A014FLZ6|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014E432|LrgB-like family protein|PF04172),(-8|A0A014E461|LrgA family protein|PF03788),(-7|A0A014FLU4|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014CZU3|Uncharacterized protein|PF13417-PF14834),(-5|A0A014E3Q3|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014E3X1|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014E3R0|Short chain dehydrogenase family protein|PF13561),(-2|A0A014FLI7|Rhodanese-like domain protein|PF00581),(-1|A0A014FLW3|Serine acetyltransferase|PF00132-PF06426),(1|A0A014D9Z8|Cysteine desulfurase|PF00266),(2|A0A014D9T2|LysE type translocator family protein|PF01810),(3|A0A014EII2|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014EJ13|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014FLP5|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014CZS7|ABC transporter family protein|PF00005),(7|A0A014EJ22|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014E3N4|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014EIH6|Acetyltransferase family protein|PF14542),(10|A0A014CZW5|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
A0A014EKC1	J807_1636	Acinetobacter sp. 25977_4.	Proteobacteria	Bacteria	1310908	Family 2A				Cysteine Desulfurase	A0A014BYX7					"(-10|A0A014EKD8|Bacterial regulatory s, gntR family protein|PF00155-PF00392),(-9|A0A014BYZ5|LrgB-like family protein|PF04172),(-8|A0A014DIE6|LrgA family protein|PF03788),(-7|A0A014C9B9|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-6|A0A014D3X3|Uncharacterized protein|PF13417-PF14834),(-5|A0A014EKD1|Glutathione S-transferase, C-terminal domain protein|PF00043-PF02798),(-4|A0A014BYZ2|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(-3|A0A014DIE3|Short chain dehydrogenase family protein|PF13561),(-2|A0A014C9B4|Rhodanese-like domain protein|PF00581),(-1|A0A014D3W5|Serine acetyltransferase|PF00132-PF06426),(1|A0A014BYX7|Cysteine desulfurase|PF00266),(2|A0A014DID9|LysE type translocator family protein|PF01810),(3|A0A014C9A3|Bacterial regulatory helix-turn-helix, lysR family protein|PF00126-PF03466),(4|A0A014D3U8|Putative amino-acid transporter periplasmic solute-binding protein|PF00497),(5|A0A014EK96|Bacterial extracellular solute-binding s, 3 family protein|PF00497),(6|A0A014BYV6|ABC transporter family protein|PF00005),(7|A0A014DIB7|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(8|A0A014C982|Amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein|PF00528),(9|A0A014D3U2|Acetyltransferase family protein|PF14542),(10|A0A014EK86|Bacterial regulatory s, luxR family protein|PF00072-PF00196)"
